event_key,detected_at,last_seen,person,event,category,momentum,acceleration,spice,risk,youtube_saturation,opportunity,alert,angle,status,tts_forecast_hours,window_state,window_remaining_min,sources,video_count_6h,score_version
story-jon-hamm,2026-09-23T06:08:00.485Z,2026-09-23T14:18:21.125Z,Jon Hamm,Jon Hamm: trending now,tech,14,-1,7,64,13,20,ARCHIVE,What the Jon Hamm jon hamm: ‘old dad’ jon hamm breaks silence on wife anna osceola’s pregnancy news filings actually say — line by line — the detail nobody has explained,RESEARCH,4.5,closed,0,trends|news,5,v2
story-benjamin-netanyahu,2026-09-23T13:25:07.033Z,2026-09-23T13:54:08.643Z,Benjamin Netanyahu,Benjamin Netanyahu: trending now,scandal,10,-1,0,64,0,17,ARCHIVE,What the Benjamin Netanyahu benjamin netanyahu: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,31,trends,0,v2
story-alex-eala,2026-09-23T13:25:07.033Z,2026-09-23T13:54:08.643Z,Alex Eala,Alex Eala: vs Tatiana Prozorova in Singapore Open round of 16,tech,23,-10,9,64,63,18,ARCHIVE,The Alex Eala alex eala: vs tatiana prozorova in singapore open round of 16 story is actually a money story — the other side of the fight,RESEARCH,5.6,closed,0,news,25,v2
story-garten-shares-recipes,2026-09-23T13:54:08.643Z,2026-09-23T13:54:08.643Z,Garten Shares Recipes,"Garten Shares Recipes: Ina Garten Shares Recipes for Bourbon Sour, Ricotta Fig Toast",scandal,19,0,0,64,0,19,ARCHIVE,"What the Garten Shares Recipes garten shares recipes: ina garten shares recipes for bourbon sour, ricotta fig toast filings actually say — line by line — the other side of the fight",RESEARCH,3.5,unknown,60,news,0,v2
story-falsely-accuses-mamdani,2026-09-23T13:54:08.643Z,2026-09-23T13:54:08.643Z,Falsely Accuses Mamdani,Falsely Accuses Mamdani: Netanyahu Falsely Accuses Mamdani of Supporting Hamas After Mayor’s CNN Interview,scandal,19,0,13,34,0,27,ARCHIVE,What the Falsely Accuses Mamdani falsely accuses mamdani: netanyahu falsely accuses mamdani of supporting hamas after mayor’s cnn interview filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-jonathan-brooks,2026-09-23T12:54:32.087Z,2026-09-23T12:54:32.087Z,Jonathan Brooks,Jonathan Brooks: trending now,scandal,12,0,0,64,0,17,ARCHIVE,What the Jonathan Brooks jonathan brooks: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,trends,0,v2
story-house-defends-trump-s,2026-09-23T12:54:32.087Z,2026-09-23T12:54:32.087Z,House Defends Trump's,"House Defends Trump's: White House Defends Trump’s Ban on CNN, MS NOW and Politico in Court Filing",scandal,19,0,4,34,0,24,ARCHIVE,"What the House Defends Trump's house defends trump's: white house defends trump’s ban on cnn, ms now and politico in court filing filings actually say — line by line — what happens next",RESEARCH,3.5,unknown,60,news,0,v2
story-ryan-clark,2026-09-23T11:56:21.521Z,2026-09-23T12:54:32.087Z,Ryan Clark,Ryan Clark: again accuses ESPN of leaking his firing to OutKick: Here’s the real story,tech,26,18,0,34,10,22,ARCHIVE,The Ryan Clark ryan clark: trending now story is actually a money story — the other side of the fight,ARCHIVED,5.6,closed,0,trends|news,4,v2
story-zack-wheeler,2026-09-22T23:58:46.420Z,2026-09-23T11:08:31.158Z,Zack Wheeler,Zack Wheeler: trending now,scandal,25,0,0,64,23,17,ARCHIVE,The Zack Wheeler zack wheeler: fans 7 straight to open phillies win over brewers story is actually a money story — the other side of the fight,KEPT,6.6,closed,0,trends|news,9,v2
story-james-farthing,2026-09-23T11:08:31.158Z,2026-09-23T11:08:31.158Z,James Farthing,James Farthing: Kentucky Powerball winner James Farthing arrested on public intoxication charge in Scott County,scandal,25,0,4,64,0,23,ARCHIVE,What the James Farthing james farthing: kentucky powerball winner james farthing arrested on public intoxication charge in scott county filings actually say — line by line — what happens next,RESEARCH,3.5,unknown,60,trends|news,0,v2
story-justin-boone-s,2026-09-23T10:14:35.725Z,2026-09-23T10:14:35.725Z,Justin Boone's,Justin Boone's: Fantasy Football Waiver Wire: Justin Boone's top defenses to stream for Week 3,creator,19,0,4,64,0,21,ARCHIVE,The Justin Boone's situation is weirder than the clips suggest — the other side of the fight,RESEARCH,4.2,unknown,102,news,0,v2
story-bryan-seaver,2026-09-23T10:14:35.725Z,2026-09-23T10:14:35.725Z,Bryan Seaver,Bryan Seaver: dolly parton estate lawsuit bryan seaver,scandal,12,0,10,86,0,18,ARCHIVE,What the Bryan Seaver bryan seaver: dolly parton estate lawsuit bryan seaver filings actually say — line by line — the number behind the headline,RESEARCH,3.5,unknown,60,trends,0,v2
story-david-adeang,2026-09-23T10:14:35.725Z,2026-09-23T10:14:35.725Z,David Adeang,David Adeang: nauru name change un,scandal,12,0,0,64,0,17,ARCHIVE,What the David Adeang david adeang: nauru name change un filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,trends,0,v2
story-maya-joint,2026-09-23T07:06:16.371Z,2026-09-23T08:05:14.761Z,Maya Joint,Maya Joint: trending now,scandal,10,-1,0,64,0,17,ARCHIVE,What the Maya Joint maya joint: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,1,trends,0,v2
story-will-smith,2026-09-23T07:06:16.371Z,2026-09-23T08:05:14.761Z,Will Smith,Will Smith: trending now,scandal,10,-1,0,64,0,17,ARCHIVE,What the Will Smith will smith: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,1,trends,0,v2
story-austin-abrams,2026-09-23T07:06:16.371Z,2026-09-23T08:05:14.761Z,Austin Abrams,Austin Abrams: trending now,scandal,10,-1,0,64,0,17,ARCHIVE,What the Austin Abrams austin abrams: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,1,trends,0,v2
story-zach-cregger,2026-09-23T07:06:16.371Z,2026-09-23T08:05:14.761Z,Zach Cregger,"Zach Cregger: Box Office Global: 'Resident Evil' $108M WW Franchise, Zach Cregger Record; 'Coyote vs. Acme' Approaches $100M",tech,17,-1,9,34,0,24,ARCHIVE,"The Zach Cregger zach cregger: box office global: 'resident evil' $108m ww franchise, zach cregger record; 'coyote vs. acme' approaches $100m story is actually a money story — the other side of the fight",RESEARCH,7.5,unknown,241,news,0,v2
story-mark-kotsay,2026-09-23T08:05:14.761Z,2026-09-23T08:05:14.761Z,Mark Kotsay,"Mark Kotsay: talks A's bullpen, Carlos Cortes in win",scandal,19,0,0,64,0,19,ARCHIVE,"What the Mark Kotsay mark kotsay: talks a's bullpen, carlos cortes in win filings actually say — line by line — the other side of the fight",RESEARCH,3.5,unknown,60,news,0,v2
story-carlos-cortes,2026-09-23T08:05:14.761Z,2026-09-23T08:05:14.761Z,Carlos Cortes,"Carlos Cortes: Mark Kotsay talks A's bullpen, Carlos Cortes in win",scandal,19,0,0,64,0,19,ARCHIVE,"What the Carlos Cortes carlos cortes: mark kotsay talks a's bullpen, carlos cortes in win filings actually say — line by line — the other side of the fight",RESEARCH,3.5,unknown,60,news,0,v2
story-mike-collins,2026-09-23T03:30:00.641Z,2026-09-23T03:30:00.641Z,Mike Collins,Mike Collins: trending now,tech,31,0,0,64,8,25,ARCHIVE,The Mike Collins mike collins: trending now story is actually a money story — the other side of the fight,RESEARCH,6.6,closed,0,trends|news,3,v2
story-simon-cowell,2026-09-23T01:38:40.220Z,2026-09-23T01:38:40.220Z,Simon Cowell,Simon Cowell: trending now,tech,31,0,0,64,28,18,ARCHIVE,The Simon Cowell simon cowell: trending now story is actually a money story — the other side of the fight,RESEARCH,6.6,closed,0,trends|news,11,v2
story-emma-slater,2026-09-23T01:15:19.709Z,2026-09-23T01:15:19.709Z,Emma Slater,Emma Slater: and Alan Bersten Compete on Dancing With the Stars,celebrity,31,0,5,64,5,29,ARCHIVE,The Emma Slater story is a proxy fight about something bigger — the other side of the fight,RESEARCH,5.3,closed,0,trends|news,2,v2
story-tyler-cameron,2026-09-23T00:51:26.424Z,2026-09-23T00:51:26.424Z,Tyler Cameron,Tyler Cameron: Exclusive | Dylan Efron reacts to Derek Hough's hilarious Tyler Cameron flub on 'DWTS' — and all the viral Tik,scandal,31,0,4,64,23,25,ARCHIVE,What the Tyler Cameron tyler cameron: exclusive | dylan efron reacts to derek hough's hilarious tyler cameron flub on 'dwts' — and all the viral tik filings actually say — line by line — the other side of the fight,RESEARCH,3.1,closed,0,trends|news,9,v2
story-will-be,2026-09-23T00:51:26.424Z,2026-09-23T00:51:26.424Z,Will Be,Will Be: Bruno Tonioli Warns Judging Will Be Tougher Than Ever on ‘Dancing With the Stars’ Season 35,celebrity,19,0,5,64,0,21,ARCHIVE,The Will Be story is a proxy fight about something bigger — the other side of the fight,RESEARCH,6,unknown,210,news,0,v2
story-brandon-nimmo,2026-09-22T23:58:46.420Z,2026-09-22T23:58:46.420Z,Brandon Nimmo,Brandon Nimmo: The Mets travel deep in the heart of Texas for a series with Brandon Nimmo and the Rangers,scandal,19,0,0,64,0,19,ARCHIVE,What the Brandon Nimmo brandon nimmo: the mets travel deep in the heart of texas for a series with brandon nimmo and the rangers filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-olivia-miles,2026-09-22T23:43:12.543Z,2026-09-22T23:43:12.543Z,Olivia Miles,Olivia Miles: Live: Lynx can clinch No. 1 playoff seed vs. Caitlin Clark and the Fever. Will Olivia Miles play?,tech,19,0,9,64,0,21,ARCHIVE,The Olivia Miles olivia miles: live: lynx can clinch no. 1 playoff seed vs. caitlin clark and the fever. will olivia miles play? story is actually a money story — the other side of the fight,RESEARCH,7.5,unknown,300,news,0,v2
story-tom-cruise,2026-09-22T23:04:01.336Z,2026-09-22T23:33:58.441Z,Tom Cruise,Tom Cruise: Kate Middleton Goes Full Movie Star Mode for a Night With Tom Cruise,celebrity,23,-10,5,64,63,18,ARCHIVE,The Tom Cruise story is a proxy fight about something bigger — the other side of the fight,RESEARCH,4.5,closed,0,news,25,v2
story-kate-middleton,2026-09-22T23:33:58.441Z,2026-09-22T23:33:58.441Z,Kate Middleton,Kate Middleton: Goes Full Movie Star Mode for a Night With Tom Cruise,celebrity,28,0,5,64,63,19,ARCHIVE,The Kate Middleton story is a proxy fight about something bigger — the other side of the fight,RESEARCH,5.3,closed,0,news,25,v2
story-aaron-judge,2026-09-22T17:43:31.858Z,2026-09-22T23:04:01.336Z,Aaron Judge,Aaron Judge: Yankees' Aaron Judge Injury Update Changes Everything For Red Sox,scandal,20,2,6,64,63,19,ARCHIVE,What the Aaron Judge aaron judge: expected to miss wild card series as yankees slugger deals with calf injury filings actually say — line by line — the number behind the headline,KEPT,2.3,closed,-332,news|trends,25,v2
story-jack-haven,2026-09-22T22:48:47.435Z,2026-09-22T22:48:47.435Z,Jack Haven,Jack Haven: Netflix star Jack Haven issues desperate plea for work to keep SAG health insurance as deadline looms,celebrity,31,0,5,64,5,24,ARCHIVE,The Jack Haven story is a proxy fight about something bigger — the other side of the fight,RESEARCH,5.3,closed,0,trends|news,2,v2
story-ryan-nembhard,2026-09-22T20:54:20.138Z,2026-09-22T21:42:46.210Z,Ryan Nembhard,Ryan Nembhard: trending now,scandal,23,12,0,64,13,19,ARCHIVE,What the Ryan Nembhard ryan nembhard: trending now filings actually say — line by line — the other side of the fight,BOOSTED,3.5,closed,0,trends|news,5,v2
story-luis-miguel,2026-09-22T19:23:17.289Z,2026-09-22T19:49:16.130Z,Luis Miguel,Luis Miguel: trending now,scandal,28,-8,0,64,63,18,ARCHIVE,What the Luis Miguel luis miguel: trending now filings actually say — line by line — the other side of the fight,RESEARCH,2.6,closed,-20,trends|news,25,v2
story-jayden-daniels,2026-09-22T19:02:47.568Z,2026-09-22T19:02:47.568Z,Jayden Daniels,"Jayden Daniels: What's next for Jayden Daniels, Commanders after elbow injury?",celebrity,28,0,0,64,63,17,ARCHIVE,The Jayden Daniels story is a proxy fight about something bigger — the other side of the fight,RESEARCH,5.3,closed,0,news,25,v2
story-marcus-mariota,2026-09-20T23:12:20.352Z,2026-09-22T19:02:47.568Z,Marcus Mariota,Marcus Mariota: trending now,tech,16,-3,0,64,0,18,ARCHIVE,The Marcus Mariota story is a proxy fight about something bigger — the other side of the fight,RESEARCH,6,closed,0,trends|news,0,v2
story-kenny-moore,2026-09-22T18:11:19.211Z,2026-09-22T18:28:22.909Z,Kenny Moore,Kenny Moore: trending now,scandal,26,-5,0,64,25,19,ARCHIVE,What the Kenny Moore kenny moore: trending now filings actually say — line by line — the other side of the fight,RESEARCH,2.6,closed,-11,trends|news,10,v2
story-will-levis,2026-09-22T17:43:31.858Z,2026-09-22T18:28:22.909Z,Will Levis,Will Levis: trending now,institutional,23,-4,6,64,48,19,ARCHIVE,"The Will Levis will levis: , jets reportedly agree to contract, will be qb3 behind geno smith, cade klubnik story is actually a money story — the number behind the headline",KEPT,4.9,closed,0,trends|news,19,v2
story-aaron-boone,2026-09-22T18:11:19.211Z,2026-09-22T18:11:19.211Z,Aaron Boone,"Aaron Boone: Yankees' Aaron Judge set to miss wild-card series, says Aaron Boone",scandal,19,0,0,64,0,19,ARCHIVE,"What the Aaron Boone aaron boone: yankees' aaron judge set to miss wild-card series, says aaron boone filings actually say — line by line — the other side of the fight",RESEARCH,3.5,unknown,60,news,0,v2
story-travis-kelce,2026-09-21T01:14:28.200Z,2026-09-22T17:30:46.165Z,Travis Kelce,Travis Kelce: Taylor Swift Ponzi,scandal,17,-1,6,64,63,18,ARCHIVE,What the Travis Kelce travis kelce: watch taylor swift show off wedding ring in viral video to celebrate travis kelce td in chiefs-colts filings actually say — line by line — the other side of the fight,ARCHIVED,3.5,closed,-2356,news|trends,25,v2
story-hayden-panettiere,2026-09-22T15:55:25.264Z,2026-09-22T17:07:24.414Z,Hayden Panettiere,Hayden Panettiere: trending now,scandal,26,-5,0,64,63,17,ARCHIVE,What the Hayden Panettiere hayden panettiere: trending now filings actually say — line by line — the other side of the fight,RESEARCH,2.6,closed,-66,trends|news,25,v2
story-kate-mara,2026-09-22T11:43:39.098Z,2026-09-22T11:43:39.098Z,Kate Mara,Kate Mara: Orlando Bloom’s Threesome Scene in ‘Bucking Fastard’ With Real-Life Sisters Rooney and Kate Mara Slammed as ‘A,tech,31,0,9,64,3,29,ARCHIVE,The Kate Mara kate mara: orlando bloom’s threesome scene in ‘bucking fastard’ with real-life sisters rooney and kate mara slammed as ‘a story is actually a money story — the other side of the fight,RESEARCH,6.6,closed,0,trends|news,1,v2
story-aaron-donald,2026-09-22T00:16:45.916Z,2026-09-22T00:16:45.916Z,Aaron Donald,"Aaron Donald: Giants vs. Rams score, live updates: Puka Nacua out, while Aaron Donald makes his return on Monday Night Footb",scandal,31,0,9,64,63,26,ARCHIVE,"What the Aaron Donald aaron donald: giants vs. rams score, live updates: puka nacua out, while aaron donald makes his return on monday night footb filings actually say — line by line — the other side of the fight",RESEARCH,3.1,closed,0,trends|news,25,v2
story-paul-skenes,2026-09-21T17:29:07.330Z,2026-09-21T21:31:55.594Z,Paul Skenes,Paul Skenes: Why Paul Skenes blames the World Baseball Classic for decreased velocity as Pirates ace wraps up down season,celebrity,21,-1,7,64,35,21,ARCHIVE,The Paul Skenes story is a proxy fight about something bigger — the detail nobody has explained,RESEARCH,3.9,closed,0,news,14,v2
story-james-harden,2026-09-21T17:57:29.219Z,2026-09-21T18:35:03.167Z,James Harden,James Harden: How James Harden facilitated Cleveland’s biggest offseason splash,scandal,18,-1,0,64,0,19,ARCHIVE,What the James Harden james harden: how james harden facilitated cleveland’s biggest offseason splash filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,22,news,0,v2
story-terry-pluto,2026-09-21T17:57:29.219Z,2026-09-21T18:35:03.167Z,Terry Pluto,Terry Pluto: No LeBron? Cavs’ big summer move for Peyton Watson might be the right one – Terry Pluto,scandal,18,-1,0,64,0,19,ARCHIVE,What the Terry Pluto terry pluto: no lebron? cavs’ big summer move for peyton watson might be the right one – terry pluto filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,22,news,0,v2
story-jennifer-eckhart-s,2026-09-21T17:57:29.219Z,2026-09-21T18:35:03.167Z,Jennifer Eckhart's,Jennifer Eckhart's: Emergency Crews Respond to Jennifer Eckhart's Residence Following Death,scandal,18,-1,0,64,0,19,ARCHIVE,What the Jennifer Eckhart's jennifer eckhart's: emergency crews respond to jennifer eckhart's residence following death filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,22,news,0,v2
story-jennifer-eckhart,2026-09-21T17:29:07.330Z,2026-09-21T18:35:03.167Z,Jennifer Eckhart,"Jennifer Eckhart: Former Fox Business producer Jennifer Eckhart, 36, found dead in Florida home",scandal,16,-1,5,64,25,18,ARCHIVE,What the Jennifer Eckhart jennifer eckhart: former fox news producer jennifer eckhart dead at 36 filings actually say — line by line — the other side of the fight,ARCHIVED,2.3,closed,-78,trends|news,10,v2
story-fox-news-producer,2026-09-21T17:51:47.822Z,2026-09-21T18:35:03.167Z,Fox News Producer,Fox News Producer: JUST IN: Former Fox News Producer Who Accused Ed Henry of Rape Found Dead,scandal,13,-12,5,64,15,17,ARCHIVE,What the Fox News Producer fox news producer: former fox news producer jennifer eckhart dead at 36 filings actually say — line by line — the other side of the fight,ARCHIVED,2.6,closed,-37,news,6,v2
story-peter-krause,2026-09-21T16:23:26.912Z,2026-09-21T16:42:47.233Z,Peter Krause,Peter Krause: trending now,scandal,21,-4,0,64,8,19,ARCHIVE,What the Peter Krause peter krause: trending now filings actually say — line by line — the other side of the fight,RESEARCH,2.6,closed,-13,trends|news,3,v2
story-peter-krause-s,2026-09-21T16:42:47.233Z,2026-09-21T16:42:47.233Z,Peter Krause's,Peter Krause's: Peter Krause’s ‘Line of Fire’ Is a Promising and Engaging NBC Procedural Drama: TV Review,creator,19,0,0,34,0,22,ARCHIVE,The Peter Krause's situation is weirder than the clips suggest — the other side of the fight,RESEARCH,4.2,unknown,102,news,0,v2
story-jonah-coleman,2026-09-20T23:12:20.352Z,2026-09-21T13:17:55.091Z,Jonah Coleman,Jonah Coleman: trending now,tech,16,-3,0,64,5,17,ARCHIVE,"What the Jonah Coleman jonah coleman: broncos postgame notebook: denver's offense comes alive in second half, rb jonah coleman scores first career t filings actually say — line by line — the other side of the fight",RESEARCH,3.9,closed,0,trends|news,2,v2
story-adam-sandler,2026-09-21T12:03:57.511Z,2026-09-21T13:17:55.091Z,Adam Sandler,Adam Sandler: trending now,celebrity,19,-2,0,64,63,15,ARCHIVE,The Adam Sandler story is a proxy fight about something bigger — the other side of the fight,RESEARCH,3.9,closed,0,trends|news,25,v2
story-brittany-mahomes,2026-09-21T01:14:28.200Z,2026-09-21T01:14:28.200Z,Brittany Mahomes,Brittany Mahomes: trending now,scandal,19,0,0,64,0,22,ARCHIVE,What the Brittany Mahomes brittany mahomes: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,trends|news,0,v1
story-anthony-richardson,2026-09-21T01:14:28.200Z,2026-09-21T01:14:28.200Z,Anthony Richardson,Anthony Richardson: Injury Latest Colts,scandal,28,0,7,64,0,27,ARCHIVE,What the Anthony Richardson anthony richardson: injury latest colts filings actually say — line by line — the detail nobody has explained,RESEARCH,3.5,unknown,60,trends|news,0,v1
story-kristen-bell,2026-09-21T01:14:28.200Z,2026-09-21T01:14:28.200Z,Kristen Bell,Kristen Bell: trending now,scandal,19,0,0,64,0,22,ARCHIVE,What the Kristen Bell kristen bell: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,trends|news,0,v1
story-brandon-aubrey,2026-09-20T23:12:20.352Z,2026-09-20T23:12:20.352Z,Brandon Aubrey,Brandon Aubrey: trending now,celebrity,19,0,0,64,0,22,ARCHIVE,The Brandon Aubrey story is a proxy fight about something bigger — the other side of the fight,RESEARCH,6,unknown,210,trends|news,0,v1
story-mike-evans,2026-09-20T23:12:20.352Z,2026-09-20T23:12:20.352Z,Mike Evans,Mike Evans: Injury 49ers,scandal,28,0,4,64,0,27,ARCHIVE,What the Mike Evans mike evans: injury 49ers filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,trends|news,0,v1
story-jay-leno,2026-09-20T23:12:20.352Z,2026-09-20T23:12:20.352Z,Jay Leno,Jay Leno: trending now,tech,19,0,0,26,0,26,ARCHIVE,The Jay Leno jay leno: trending now story is actually a money story — the other side of the fight,RESEARCH,7.5,unknown,300,trends|news,0,v1
